corp_code,corp_name,bsns_year,target_label
00990396,레드우즈,2019,0
00465410,맥쿼리센트럴오피스기업구조조정부동산투자회사,2022,0
00260383,대한유화,2018,0
00352499,링네트,2016,0
00113508,노루홀딩스,2022,0
00112721,대창스틸,2023,0
01807747,신한제13호스팩,2016,0
01442115,소마젠,2015,0
00411808,제이오,2025,0
01179617,한국비엔씨,2023,0
00450995,대모,2015,0
00675594,디티앤씨,2016,0
00111810,대웅,2018,0
00318477,모디아,2017,0
00133238,성지건설,2021,0
00548865,동북아21호선박투자회사,2022,0
01524118,나노팀,2022,0
00861100,아이케이세미콘,2018,0
01042650,큐리언트,2021,0
00120508,롯데푸드,2015,0
00926522,테고사이언스,2017,0
00828309,동부티에스블랙펄기업인수목적,2021,0
00156910,SBI인베스트먼트,2015,0
00307897,신한카드,2021,0
00105138,파라텍,2019,0
01945339,신영스팩11호,2022,0
00110875,대신정보통신,2019,0
00651017,나우IB,2021,0
00138279,S-Oil,2023,0
00111421,휴니드테크놀러지스,2025,0
01359736,프로이천,2022,0
00263885,포네이처,2017,0
00357935,HDC현대EP,2018,0
01394669,누보,2019,0
01181515,엘앤씨바이오,2018,0
01137295,프리시젼바이오,2015,0
00271413,사라콤,2024,0
00365387,AJ네트웍스,2023,0
01712616,엔에이치기업인수목적29호,2015,0
00161444,한국씨티은행,2020,0
00201450,에스케이렌터카,2015,0
01393721,포커스에이아이,2015,0
00109514,티웨이홀딩스,2024,0
01012066,HK이노엔,2022,0
00155638,피에스텍,2023,0
00350057,하이스마텍,2023,0
00155355,풀무원,2017,0
00164645,HMM,2015,0
00129387,SP삼화,2023,0
00122922,벽산건설,2016,0
01380578,도우인시스,2017,0
00447609,비에이치,2016,0
01657197,바이오비쥬,2024,0
00971726,옵티팜,2016,0
00340096,미래에셋벤처투자,2025,0
01593242,하나금융21호기업인수목적,2018,0
00167378,희훈디앤지,2021,0
00113207,대한전선,2016,0
00504357,동북아6호선박투자회사,2024,0
01153293,제이엘케이,2018,0
00459589,코크렙제3호CR리츠,2024,0
00352064,프리엠스,2024,0
01032404,콜마비앤에이치,2015,0
01013311,헥토이노베이션,2024,0
00693800,에프지엔개발전문자기관리부동산투자회사,2016,0
00405320,웹젠,2021,0
01786958,큐리오시스,2025,0
00267720,신한SIT,2024,0
01051065,엔비티,2024,0
01815764,이베스트스팩6호,2023,0
00108940,대성홀딩스,2020,0
00637114,코리아퍼시픽07호선박투자회사,2019,0
01514227,씨어스,2018,0
00216027,바이넥스,2025,0
00870861,와이엠씨,2020,0
00237260,헤쎄나,2018,0
00125929,에스컴,2019,0
00247902,넷컴스토리지,2021,0
00124577,엠소닉,2017,0
00540021,모빌탑,2025,0
00158963,유나이티드,2025,0
01676989,케이비제23호기업인수목적,2019,0
00122348,방림,2022,0
00122436,배명금속,2020,0
01409022,페니트리움바이오,2016,0
00141583,삼양컴텍,2015,0
00961136,씨티네트웍스,2022,0
00587457,갤럭시아머니트리,2024,0
00105767,LG마이크론,2024,0
00203315,콘텐트리중앙,2016,0
00104768,가온전선,2016,0
00830377,성융광전투자유한공사,2023,0
00664048,우리넷,2018,0
00152880,코오롱글로벌,2023,0
00105299,금강공업,2019,0
00156442,한국가구,2017,0
00317681,메타바이오메드,2020,0
00105509,금강화섬,2016,0
01210677,씨케이솔루션,2018,0
01407158,이노테나,2020,0
00247762,맥시스템,2019,0
00267997,에스티앤아이,2017,0
00204262,한글과컴퓨터,2022,0
01817920,페스카로,2023,0
00390514,이루온,2019,0
00143262,우진아이엔에스,2024,0
01516766,아이비젼웍스,2025,0
00959265,디와이엘엔제이,2023,0
00132202,선진뷰티사이언스,2015,0
01016479,오로스테크놀로지,2025,0
00172936,동일산업,2023,0
00255309,써니트렌드,2019,0
00164478,현대건설,2025,0
00367455,현우산업,2016,0
00631518,SK이노베이션,2017,0
00139153,에코플라스틱,2019,0
01859500,아이엠바이오로직스,2016,0
00206659,이랜텍,2016,0
00600013,맵스리얼티,2023,0
00113492,깨끗한나라,2017,0
01116344,이비테크,2019,0
00106119,금양,2019,0
00257529,이루넷,2024,0
01027794,브이원텍,2018,0
00336570,사이버패스,2020,0
01284751,시지트로닉스,2018,0
00301422,스모트로닉,2025,0
00140919,엘트온,2025,0
00155151,피에이치에이,2019,0
01112889,피엔에이치테크,2023,0
00831428,옵투스제약,2022,0
00123152,보루네오가구,2019,0
00346966,에코솔루션,2015,0
00173254,한마음상호저축은행,2016,0
00128412,삼진제약,2025,0
01686427,에스오에스랩,2021,0
00583442,노루페인트,2019,0
00101257,경남기업,2015,0
01053540,퓨쳐켐,2015,0
01693922,지슨,2020,0
01190513,명진홀딩스,2017,0
00160375,진양폴리우레탄,2025,0
00116356,동성화학,2019,0
00362238,휴비스,2017,0
00236368,엠엔에프씨,2022,0
00132637,동원시스템즈,2023,0
01432598,지씨지놈,2021,0
00145260,율촌화학,2023,0
00132211,SUN&L,2015,0
00174475,현대금속,2016,0
00617314,타이거일렉,2016,0
01462739,비아이매트릭스,2017,0
01857991,디비금융제13호스팩,2023,0
00615723,알엔티엑스,2015,0
01011872,엔에스엠,2020,0
00677486,그린광학,2024,0
00366164,아이티센네트웍스,2023,0
00164195,에이원마이크로,2017,0
00458915,유레스메리츠제1호,2021,0
00359623,우리산업홀딩스,2017,0
01586455,꿈비,2015,0
00102858,고려아연,2019,0
00408266,유니온바이오메트릭스,2020,0
00124027,부산산업,2015,0
00371740,디티씨,2020,0
00625942,한솔아이원스,2018,0
00642541,제이에스링크,2025,0
00728638,한세실업,2018,0
00992543,LK삼양,2025,0
00652423,인바이오젠,2016,0
01018167,캐로스,2020,0
01161432,레이저옵텍,2023,0
01211889,이지스,2021,0
00136217,한메엔에스,2024,0
00122825,프리티,2017,0
00706715,미원홀딩스,2018,0
01493535,모비데이즈,2017,0
01109690,도부,2017,0
00130879,서울식품공업,2021,0
01596656,메쎄이상,2015,0
00314888,디에스,2017,0
00260985,한빛네트,2020,0
00162911,한일사료,2021,0
01309421,제이엔비,2025,0
00476498,컴투스,2018,0
00172291,더존비즈온,2019,0
00121570,문배철강,2017,0
01307593,에이아이코리아,2016,0
00130763,서울반도체,2021,0
00131054,유진증권,2015,0
00104467,국민은행,2022,0
00842585,네이블,2018,0
00176914,다우기술,2018,0
00361008,한화엔진,2022,0
00619020,세종머티리얼즈,2020,0
00269773,대양글로벌,2019,0
00103015,고려제약,2018,0
00980043,비큐AI,2018,0
00130037,휴닉스,2015,0
00361035,미리넷,2025,0
01497869,티와이홀딩스,2018,0
00508274,일진다이아,2021,0
00148948,조비,2020,0
00261461,트라이콤,2019,0
01437292,미래에셋맵스리츠,2016,0
00101442,카라반케이디이,2019,0
00357740,NHN KCP,2020,0
00634959,한국월드와이드아시아태평양특별자산1호투자회사,2025,0
00121729,롯데미도파,2023,0
01385005,리브스메드,2021,0
01310773,엔시스,2025,0
00468374,원익QnC,2023,0
00261355,레드캡투어,2020,0
00810531,자원메디칼,2015,0
00535719,프렉코,2016,0
01116265,카티스,2019,0
00128759,캠브리지코오롱,2017,0
00721981,삼성디지털이미징,2024,0
00407036,선바이오,2019,0
01376715,디앤디파마텍,2015,0
00101992,센추리,2016,0
01504910,유안타제8호기업인수목적,2024,0
00113544,대한화섬,2021,0
00844884,중국고섬공고유한공사,2020,0
00604268,에이프로,2020,0
00118284,동일금속,2021,0
00130815,서울상호저축은행,2024,0
00129615,상보,2023,0
01203376,유비쿼스,2016,0
00915508,알엔투테크놀로지,2021,0
00519252,THE E&M,2024,0
01747977,엘케이켐,2018,0
00109453,케이조선,2019,0
00166175,대호특수강,2015,0
00253985,국보디자인,2021,0
00190321,케이티,2015,0
00264103,에이엠에스,2023,0
00220446,예일바이오텍,2023,0
00125488,삼륭물산,2025,0
00110079,대백쇼핑,2025,0
00311030,미래에셋증권,2018,0
00258421,기산텔레콤,2020,0
01169267,세화피앤씨,2021,0
00665630,테라텍,2016,0
00144933,유진종합개발,2025,0
00256955,테이팩스,2020,0
00154417,퍼시픽글라스,2024,0
00264635,에스넷,2020,0
00219361,해성산업,2025,0
00370918,케이디켐,2016,0
00521390,뉴파워프라즈마,2019,0
00121154,엠에스씨,2023,0
01487446,씨엔알리서치,2019,0
00138695,뉴아세아,2025,0
01810477,노타,2021,0
00102645,글로스텍,2020,0
01245062,코오롱티슈진,2021,0
00945776,지슨,2019,0
01455492,데이원컴퍼니,2023,0
01381984,SKAI,2017,0
01949140,교보19호스팩,2018,0
00364467,드림어스컴퍼니,2021,0
01770203,조선내화,2025,0
00199988,SY동아,2021,0
00187725,코콤,2025,0
00152862,코오롱,2017,0
00252658,코리언일랙트로닉스파워소스,2024,0
01902990,KB제32호스팩,2024,0
00118275,디아이,2019,0
01316227,효성티앤씨,2021,0
00166272,화승코퍼레이션,2023,0
00970277,스탠다드펌,2015,0
00544452,이리츠코크렙,2019,0
00147082,재영솔루텍,2019,0
00937324,한국타이어앤테크놀로지,2018,0
00249894,테라젠이텍스,2021,0
00128926,삼현철강,2024,0
00162993,한일홀딩스,2024,0
01014055,에스트래픽,2025,0
01497373,아이엠비디엑스,2020,0
00216647,원익홀딩스,2022,0
01207716,앱코,2022,0
00102140,경인전자,2022,0
00565215,아이티센코어,2025,0
01067516,골프존,2018,0
00104388,국도화학,2023,0
00505170,동북아3호선박투자회사,2022,0
00369833,유니온머티리얼,2017,0
00991012,판타지오,2025,0
00866062,엘티씨,2016,0
00925374,윤성에프앤씨,2019,0
00135111,수산세보틱스,2023,0
00125150,SGC에너지,2025,0
00659161,싸이맥스,2025,0
01535150,SK리츠,2024,0
00242712,엘컴텍,2020,0
00537832,푸른로보틱스,2016,0
00108490,엔피케이,2018,0
00231664,우리기술투자,2025,0
00105873,LG디스플레이,2019,0
00577335,대성하이텍,2018,0
01412938,베른,2018,0
00129989,코스모신소재,2017,0
01165739,잉글우드랩,2015,0
00154204,태창기업,2015,0
01030503,우진엔텍,2018,0
01445440,위츠,2022,0
00133876,세보엠이씨,2024,0
01814589,디비금융스팩12호,2016,0
00126937,삼양홀딩스,2022,0
00962223,지니언스,2021,0
00134051,셀런,2025,0
00475976,인콘,2024,0
00585538,에스에너지,2018,0
00113234,대한제당,2021,0
00138367,플레이위드,2022,0
00185356,제룡전기,2021,0
00353735,다휘,2018,0
00125646,삼목에스폼,2017,0
00862853,플레이디,2025,0
00124106,부산은행,2015,0
00357430,쎌바이오텍,2016,0
00244330,현주컴퓨터,2021,0
00103325,고제,2018,0
00635134,CJ제일제당,2017,0
00112165,디아이씨,2023,0
00123541,보해양조,2022,0
00145914,인터엠,2015,0
01259232,노바텍,2023,0
00527464,에이치시티,2018,0
00539274,대상홀딩스,2016,0
00608440,티앤엘,2022,0
00298377,아이씨디,2017,0
00991298,씨이랩,2022,0
01018954,제이에스피브이,2025,0
00522007,크리스에프앤씨,2023,0
01705777,엔에이치기업인수목적28호,2023,0
00560982,바이오솔루션,2024,0
00653990,유니드코리아,2020,0
00267094,헤파호프코리아,2022,0
01036446,서연이화,2024,0
00110981,대아리드선,2023,0
00145109,유한양행,2021,0
00545114,랩지노믹스,2023,0
00330424,LS증권,2022,0
00645089,NHN벅스,2017,0
00657002,에이디테크놀로지,2022,0
01381805,아로마티카,2022,0
00804983,히든챔피언제1호기업인수목적,2019,0
01150515,대명에너지,2018,0
00405506,삼영에스앤씨,2025,0
01567520,대신밸런스제10호기업인수목적,2019,0
00142698,휴리프,2023,0
00103042,케이씨티시,2022,0
01388631,오션스톤,2025,0
00153861,태영건설,2018,0
00544577,브이엠,2019,0
00124513,부흥,2022,0
00109781,대림제지,2016,0
00530796,미성포리테크,2019,0
00626464,지엔씨에너지,2018,0
00631837,안트로젠,2019,0
00423609,LG생명과학,2020,0
00209780,케이씨,2020,0
00479787,인텍플러스,2023,0
00108135,녹십자홀딩스,2016,0
00182696,대한조선,2017,0
00142564,우방,2017,0
00124090,한국특강,2018,0
01436558,신한서부티엔디리츠,2021,0
00304401,텔라움,2017,0
00207542,팬택자산관리,2018,0
00404288,아진엑스텍,2016,0
01686755,파인엠텍,2021,0
00263140,휴스토리,2021,0
01364297,코퍼스코리아,2020,0
00153126,크라운해태홀딩스,2023,0
00105606,금호에이치티,2022,0
00156734,한국고덴시,2021,0
00512550,아시아퍼시픽5호선박투자회사,2015,0
00132105,삼양제넥스,2018,0
00408336,인산가,2021,0
01731453,디비금융제11호기업인수목적,2021,0
01413371,에이치엘비사이언스,2024,0
01186671,바이오시네틱스,2015,0
01090921,케이엠제약,2024,0
00405278,KG파이낸셜,2021,0
00115694,DB증권,2022,0
00133715,대주코레스,2015,0
00260879,카페24,2020,0
00862312,포스뱅크,2019,0
00207755,지에스홈쇼핑,2021,0
01203507,에스엠비나,2021,0
01319899,SK바이오사이언스,2023,0
00261212,시노펙스그린테크,2023,0
00131328,두함지개발,2024,0
00118521,진원생명과학,2018,0
00138701,아세아,2022,0
00490151,파트론,2018,0
00673301,전우정밀,2019,0
00163619,한진피앤씨,2021,0
00303396,한국컴퓨터,2022,0
00816544,토니모리,2015,0
00159209,한전기술,2021,0
00108047,세원화성,2020,0
01032583,강동씨앤엘,2025,0
01467503,뉴키즈온,2025,0
01210190,모비릭스,2021,0
00159290,한국아트라스비엑스,2017,0
01798980,유안타제15호스팩,2022,0
01168383,일동제약,2017,0
00580199,메디톡스,2024,0
00327396,옵트론텍,2023,0
01116274,엠앤씨생명과학,2015,0
00270113,멕아이씨에스,2021,0
01113277,인프라웨어테크놀러지,2024,0
01028164,광주은행,2024,0
00106881,인디에프,2025,0
00159281,케드콤,2015,0
00262682,아인스엠앤엠,2016,0
01311408,에코프로머티,2025,0
01507810,애니메디솔루션,2021,0
01397772,큐라클,2017,0
00229030,알멕,2022,0
00142661,우성,2017,0
00133335,성창기업지주,2015,0
01641600,에이럭스,2019,0
00149293,신한은행,2021,0
00573579,평화산업,2020,0
00404701,한국자산신탁,2018,0
00273420,이스트소프트,2022,0
01108442,에치에프알,2020,0
00865382,트러스와이제7호위탁관리부동산투자회사,2020,0
00492894,젬백스,2021,0
01293953,싸이버원,2019,0
00404941,한텍,2021,0
00442826,대봉엘에스,2019,0
01027828,퓨릿,2016,0
00234412,신세계인터내셔날,2022,0
00356361,LG화학,2015,0
01109937,티앤알바이오팹,2023,0
00541862,판도라티비,2015,0
00107224,남선알미늄,2020,0
01948220,미래에셋비전스팩11호,2018,0
00876643,캐프,2025,0
01336735,펨토바이오메드,2016,0
00890333,케이비부국제1호개발전문위탁관리부동산투자회사,2025,0
00136226,신성델타테크,2015,0
00390055,종근당바이오,2015,0
00162586,한올바이오파마,2018,0
00159698,지역난방공사,2018,0
01190568,에이피알,2015,0
00608802,텔콘RF제약,2024,0
01180118,코람코더원리츠,2017,0
00133991,세아특수강,2018,0
00890388,지성이씨에스,2017,0
00194947,한전산업,2022,0
00124197,세아제강지주,2025,0
00567222,우림피티에스,2016,0
00159102,DB손해보험,2024,0
00146454,일양약품,2018,0
01326792,비투엔,2022,0
00664853,제이씨케미칼,2019,0
01516890,E8,2020,0
00105271,케이씨씨,2017,0
01214248,뉴트리,2024,0
00807379,신흥에스이씨,2024,0
00298270,안랩,2016,0
00150244,하이트진로,2017,0
00451268,케이이엔지,2019,0
01497124,캡스톤파트너스,2016,0
00190756,와이엔텍,2024,0
01397620,루닛,2015,0
00368791,모델라인,2019,0
00331760,테스텍,2024,0
00174527,HS화성,2025,0
00150536,진양제약,2021,0
00159500,한국종합기술,2021,0
00298447,아모텍,2018,0
00843900,육일씨엔에쓰,2016,0
00636656,바이오플러스,2024,0
00897752,천보,2025,0
00397252,조이시티,2018,0
00888347,휴젤,2016,0
01695498,이브이파킹서비스,2019,0
01906598,하나35호스팩,2025,0
00867973,서남,2024,0
01174038,자비스,2016,0
00248053,지에스엔텍,2024,0
00824659,아이비케이에스스마트에스엠이기업인수목적1호,2015,0
00264945,나이스정보통신,2020,0
01181940,아이엘사이언스,2023,0
01263022,BGF리테일,2021,0
00122898,벽산,2025,0
00106368,금호석유화학,2020,0
00257194,블루스톤디앤아이,2016,0
00386557,아이스테이션,2023,0
01290132,인터로이드,2025,0
01455410,파인메딕스,2020,0
01441611,원티드랩,2015,0
00164955,현대페인트,2021,0
00997812,코미코,2022,0
00268251,다산네트웍스,2016,0
00352295,인젠,2021,0
00636045,넥솔론,2020,0
00447575,제이앤티씨,2025,0
00130091,샘표,2022,0
00449379,도이치모터스,2017,0
01110058,바이오인프라,2021,0
01755259,피스피스스튜디오,2017,0
00301015,한서제약,2023,0
01800285,비엔케이제2호기업인수목적,2025,0
01319808,한일시멘트,2019,0
00347363,에이치원바이오,2024,0
00147222,전방,2023,0
00415327,중앙백신,2022,0
01627363,세미파이브,2022,0
00125080,AK홀딩스,2021,0
00260639,대흥멀티미디어통신,2024,0
00115852,두산건설,2019,0
00244561,그래디언트,2020,0
00456218,모두투어,2018,0
00126788,삼아제약,2016,0
00183914,우경,2019,0
00547583,하나금융지주,2022,0
00569992,원익테라세미콘,2018,0
00360540,우수씨엔에스,2022,0
01186811,티에스트릴리온,2024,0
00802028,한국투자신성장1호기업인수목적회사,2024,0
00684714,풍산,2025,0
00111874,대원산업,2021,0
00480048,모다이노칩,2020,0
00114321,데코,2015,0
00148188,으뜸상호저축은행,2022,0
01965324,삼성에피스홀딩스,2020,0
00129509,한익스프레스,2017,0
01787355,나라스페이스테크놀로지,2022,0
01584183,퀄리타스반도체,2018,0
00151395,천일고속,2020,0
00447502,바이오톡스텍,2019,0
00188946,훈영,2020,0
00614089,에이원큐브텍,2019,0
00579139,한국맥널티,2024,0
00112059,상상인증권,2019,0
00989619,알테오젠,2023,0
00561723,쏘닉스,2015,0
01354740,브이씨,2023,0
00121507,무림SP,2018,0
00161116,HL D&I,2016,0
00474588,한중엔시에스,2018,0
00442145,아바코,2021,0
00264255,바텍,2022,0
00138491,동부일렉트로닉스,2023,0
00246383,메카포럼,2018,0
00108746,DKME,2022,0
01188730,SK시그넷,2025,0
00469799,이엔플러스,2022,0
00162063,한신공영,2022,0
00263991,모빌링크텔레콤,2015,0
00385363,빅텍,2016,0
01274329,성일하이텍,2019,0
00347619,한국통신데이타,2018,0
00956028,엑세스바이오,2021,0
00271431,케이엠에스,2018,0
00228712,동우팜투테이블,2019,0
00855163,미원화학,2025,0
00355089,토탈소프트,2024,0
00814582,탑런토탈솔루션,2020,0
00159254,한국전자홀딩스,2022,0
00652007,메카로,2023,0
00168401,금비,2023,0
00277985,한강구조조정기금,2020,0
00362159,웰크론,2021,0
00126292,삼성카드,2023,0
00525527,실리콘화일,2020,0
00264796,스톰이앤에프,2020,0
00252588,엠트론스토리지테크놀로지,2022,0
00231707,비트컴퓨터,2019,0
00980122,JB금융지주,2019,0
00339072,팬스타엔터프라이즈,2019,0
00109170,대덕GDS,2018,0
00351153,위다스,2016,0
01021639,나라셀라,2018,0
